Category,Rating,Installs,Type,Content Rating,Android Ver,Popularity
4,4.2,10000000,0,0,8,2.0
4,4.5,1000000,0,0,17,1.0
4,4.2,10000000,0,0,8,2.0
4,4.2,5000000,0,0,5,1.0
4,4.6,5000000,0,0,6,1.0
4,4.1,5000000,0,0,8,1.0
4,4.6,5000000,0,0,8,1.0
4,3.1,100000,0,0,9,1.0
4,3.9,1000000,0,0,5,1.0
4,4.3,1000000,0,0,8,1.0
4,4.1,1000000,0,0,5,1.0
4,4.4,10000000,0,0,6,2.0
4,4.1,5000000,0,0,8,1.0
4,4.1,1000000,0,0,5,1.0
4,4.5,5000000,0,0,6,1.0
4,4.4,100000,0,0,5,1.0
4,4.4,10000000,0,0,1,2.0
4,4.3,1000000,0,0,6,1.0
4,4.4,1000000,0,0,6,1.0
4,4.6,100000,0,0,0,1.0
4,4.2,5000000,0,0,0,1.0
4,4.4,1000000,0,0,9,1.0
4,4.7,100000,0,0,0,1.0
4,3.8,50000000,0,0,15,2.0
4,3.9,5000000,0,0,8,1.0
4,4.191837606837606,100000,0,0,11,1.0
4,4.3,1000000,0,0,8,1.0
4,4.2,5000000,0,0,0,1.0
4,4.4,1000000,0,0,8,1.0
4,4.7,10000000,0,0,4,2.0
4,4.5,10000000,0,0,5,2.0
4,4.2,1000000,0,0,5,1.0
4,4.7,100000,1,0,6,1.0
4,4.8,100000,1,0,4,1.0
4,4.2,10000000,0,0,8,2.0
4,4.2,50000,0,0,5,0.0
4,4.3,5000000,0,0,0,1.0
4,4.4,5000000,0,0,2,1.0
4,4.4,5000000,0,0,8,1.0
4,4.1,100000,0,0,1,1.0
4,3.8,100000,0,0,10,1.0
4,4.3,1000000,0,0,5,1.0
4,3.8,500000,0,0,5,1.0
4,3.5,100000,0,0,8,1.0
4,4.1,500000,0,0,10,1.0
4,4.6,500000,0,0,0,1.0
4,4.3,1000000,0,0,10,1.0
4,4.5,1000000,0,0,2,1.0
4,4.1,1000000,0,0,6,1.0
4,4.5,100000,0,0,5,1.0
4,4.6,100000,0,0,5,1.0
4,4.0,1000000,0,0,2,1.0
4,4.2,1000000,0,0,5,1.0
4,4.4,10000000,0,0,17,2.0
4,4.4,10000000,0,0,6,2.0
4,4.0,100000,0,0,10,1.0
4,4.2,100000,0,0,2,1.0
4,4.2,5000000,0,0,8,1.0
4,4.1,50000,0,0,0,0.0
4,4.0,1000000,0,0,2,1.0
4,3.8,1000000,0,0,6,1.0
4,3.9,500000,0,0,10,1.0
4,3.9,10000000,0,0,8,2.0
4,4.2,10000000,0,0,8,2.0
4,4.2,50000,0,0,5,0.0
4,4.3,5000000,0,0,0,1.0
4,4.4,5000000,0,0,2,1.0
4,4.4,5000000,0,0,8,1.0
4,4.1,100000,0,0,1,1.0
4,3.8,100000,0,0,10,1.0
4,4.3,1000000,0,0,5,1.0
4,3.8,500000,0,0,5,1.0
4,3.5,100000,0,0,8,1.0
4,4.1,500000,0,0,10,1.0
4,4.6,500000,0,0,0,1.0
4,4.3,1000000,0,0,10,1.0
4,4.5,1000000,0,0,2,1.0
4,4.1,1000000,0,0,6,1.0
4,4.5,100000,0,0,5,1.0
4,4.6,100000,0,0,5,1.0
4,4.0,1000000,0,0,2,1.0
4,4.2,1000000,0,0,5,1.0
4,4.3,1000000,0,0,8,1.0
4,4.2,5000000,0,0,0,1.0
4,4.4,1000000,0,0,8,1.0
4,4.7,10000000,0,0,4,2.0
4,4.5,10000000,0,0,5,2.0
4,4.2,1000000,0,0,5,1.0
4,4.7,100000,1,0,6,1.0
4,4.8,100000,1,0,4,1.0
4,4.1,50000000,0,0,8,2.0
4,4.3,100000000,0,0,5,2.0
4,4.4,5000000,0,0,8,1.0
4,4.5,10000,0,0,10,0.0
4,4.3,1000000,0,0,5,1.0
5,4.5,10000000,0,1,8,2.0
5,4.6,500000,0,4,5,1.0
5,4.7,1000000,0,1,5,1.0
5,4.7,500000,0,0,0,1.0
5,4.8,50000,0,0,2,0.0
5,3.9,50000,0,3,5,0.0
5,4.1,50000,0,3,5,0.0
5,4.4,1000000,0,1,10,1.0
5,4.6,10000,0,1,6,0.0
5,4.5,10000,0,0,3,0.0
5,4.7,10000,0,0,0,0.0
5,4.4,10000,0,2,1,0.0
5,4.5,10000,0,0,0,0.0
5,3.9,100000,0,1,0,1.0
5,3.2,5000000,0,1,0,1.0
5,3.2,100000,0,3,0,1.0
5,4.1,1000000,0,3,0,1.0
5,4.5,100000,0,0,5,1.0
5,4.2,1000000,0,1,8,1.0
5,4.2,1000000,0,1,1,1.0
5,3.7,1000000,0,1,2,1.0
5,4.5,1000000,0,1,2,1.0
5,4.6,100000,0,0,6,1.0
5,4.5,5000000,0,0,8,1.0
5,4.191837606837606,50000,0,0,1,0.0
5,4.7,100000,0,0,5,1.0
5,4.4,10000,0,1,5,0.0
5,3.5,10000,0,3,10,0.0
5,3.3,5000,0,1,0,0.0
5,4.5,500000,0,2,5,1.0
5,4.4,1000000,0,3,8,1.0
5,4.2,5000,0,0,6,0.0
5,5.0,1000,0,0,0,0.0
5,4.4,5000000,0,0,3,1.0
5,4.7,10000,0,1,0,0.0
5,4.4,50000,0,0,0,0.0
5,4.4,1000000,0,0,6,1.0
5,4.6,100000,0,0,2,1.0
6,4.0,1000000000,0,0,8,2.0
6,4.4,1000000000,0,0,8,2.0
6,4.3,10000000,0,1,5,2.0
6,4.3,1000000000,0,0,8,2.0
6,4.4,100000000,0,0,3,2.0
6,4.3,1000000000,0,0,8,2.0
6,4.0,1000000000,0,0,8,2.0
6,4.3,500000000,0,0,8,2.0
6,4.3,5000000,0,0,2,1.0
6,4.4,100000000,0,0,8,2.0
6,4.3,100000000,0,0,2,2.0
6,4.3,100000000,0,0,6,2.0
6,4.3,500000000,0,0,6,2.0
6,4.3,50000000,0,0,10,2.0
6,4.3,5000000,0,0,5,1.0
6,4.0,5000000,0,0,18,1.0
6,4.5,100000000,0,0,8,2.0
6,4.3,10000000,0,0,18,2.0
6,3.7,10000000,0,0,8,2.0
6,4.5,10000000,0,0,8,2.0
6,3.9,10000000,0,0,5,2.0
6,4.4,100000000,0,0,8,2.0
6,3.6,1000000,0,0,5,1.0
6,4.4,1000000,0,0,10,1.0
6,4.2,10000000,0,0,8,2.0
6,4.4,5000000,0,0,8,1.0
6,4.1,10000000,0,0,8,2.0
6,4.4,10000000,0,3,0,2.0
6,4.3,100000000,0,1,8,2.0
6,4.2,5000000,0,0,0,1.0
6,4.2,100000000,0,0,8,2.0
6,4.4,100000000,0,1,6,2.0
6,4.4,10000000,0,0,0,2.0
6,3.9,1000000,0,0,10,1.0
6,4.2,100000000,0,0,8,2.0
6,4.4,100000000,0,3,8,2.0
6,4.6,500000000,0,0,2,2.0
6,4.3,10000000,0,0,5,2.0
6,4.3,1000000,0,0,8,1.0
6,4.4,100000,0,0,5,1.0
6,3.7,10000000,0,0,8,2.0
6,4.3,10000000,0,0,8,2.0
6,3.9,10000000,0,1,0,2.0
6,4.5,500000000,0,1,6,2.0
6,3.7,5000000,0,0,17,1.0
6,4.3,5000000,0,0,2,1.0
6,4.4,1000000000,0,0,8,2.0
6,4.0,1000000000,0,0,8,2.0
6,4.3,500000000,0,0,6,2.0
6,4.0,10000000,0,0,0,2.0
6,4.3,500000000,0,0,8,2.0
6,4.0,1000000000,0,0,8,2.0
6,4.1,10000000,0,0,1,2.0
6,4.2,5000000,0,0,6,1.0
6,4.2,50000000,0,0,2,2.0
6,4.2,100000000,0,0,8,2.0
6,4.1,1000000000,0,0,8,2.0
6,4.4,100000000,0,3,8,2.0
6,4.3,100000000,0,1,8,2.0
6,4.2,10000000,0,0,8,2.0
6,4.4,100000000,0,0,6,2.0
6,4.2,100000000,0,0,8,2.0
6,4.1,1000000,0,0,3,1.0
6,4.3,10000000,0,0,3,2.0
6,4.3,10000000,0,0,8,2.0
6,4.5,10000000,0,0,0,2.0
6,4.3,10000000,0,0,5,2.0
6,4.2,10000000,0,0,8,2.0
6,4.2,500000000,0,0,8,2.0
6,4.5,10000000,0,0,8,2.0
6,4.3,1000000,0,0,0,1.0
6,4.3,100000000,0,0,0,2.0
6,4.3,100000000,0,0,8,2.0
6,4.4,1000000,0,0,10,1.0
6,4.2,1000000,0,0,6,1.0
6,4.3,10000000,0,0,5,2.0
6,4.3,1000000000,0,0,8,2.0
6,4.4,100000000,0,0,8,2.0
6,4.6,50000000,0,0,6,2.0
6,4.3,10000000,0,0,5,2.0
6,4.4,100000000,0,0,8,2.0
6,4.2,1000000,0,0,3,1.0
6,4.5,100000000,0,0,8,2.0
6,4.5,50000000,0,0,8,2.0
6,4.4,100000000,0,1,6,2.0
6,4.5,500000000,0,1,6,2.0
6,4.1,1000000,0,0,0,1.0
6,4.2,1000000,0,0,8,1.0
6,4.1,1000000,0,0,6,1.0
6,4.3,10000000,0,0,6,2.0
6,4.1,500000,0,0,6,1.0
6,4.2,500000,0,0,4,1.0
6,4.0,100000,1,0,5,1.0
6,4.2,10000000,0,0,0,2.0
6,4.2,10000000,0,0,14,2.0
6,4.2,5000000,0,0,6,1.0
6,4.3,500000000,0,0,8,2.0
6,4.3,1000000,0,0,6,1.0
6,4.4,1000000,0,0,6,1.0
6,4.2,5000000,0,0,0,1.0
6,4.4,10000000,0,3,10,2.0
6,4.1,1000000,0,0,0,1.0
6,4.2,10000000,0,3,10,2.0
6,4.8,1000000,0,0,6,1.0
6,4.4,1000000,0,0,14,1.0
6,4.4,10000000,0,0,5,2.0
6,4.4,10000000,0,0,5,2.0
6,4.0,5000000,0,0,8,1.0
6,4.5,10000000,0,0,8,2.0
6,4.4,5000000,0,0,5,1.0
6,4.1,1000000,0,0,8,1.0
6,4.2,1000000,0,0,0,1.0
6,4.5,5000000,0,0,5,1.0
6,4.3,1000000,0,0,8,1.0
6,4.5,100000000,0,0,8,2.0
6,4.0,1000000,0,0,3,1.0
6,4.3,1000000000,0,0,8,2.0
6,4.3,100000000,0,0,2,2.0
6,4.2,5000000,0,0,0,1.0
6,4.5,10000000,0,0,8,2.0
6,4.6,1000000,0,0,5,1.0
6,4.1,1000000,0,0,5,1.0
6,4.0,1000000,0,0,10,1.0
6,4.2,10000000,0,0,19,2.0
6,4.6,50000000,0,0,8,2.0
6,4.1,10000,0,0,9,0.0
6,4.3,5000000,0,0,6,1.0
6,4.2,1000000,0,0,8,1.0
6,4.3,500000,0,0,8,1.0
6,4.0,1000000000,0,0,8,2.0
6,4.3,500000000,0,0,6,2.0
6,4.2,50000000,0,0,2,2.0
6,4.3,500000000,0,0,8,2.0
6,4.1,1000000000,0,0,8,2.0
6,4.2,100000000,0,0,8,2.0
6,4.1,1000000,0,0,7,1.0
6,4.6,5000000,0,0,0,1.0
6,4.3,10000000,0,0,8,2.0
6,4.2,10000000,0,0,8,2.0
6,4.2,500000000,0,0,8,2.0
6,4.3,100000000,0,0,8,2.0
7,4.2,10000,1,3,5,0.0
7,2.6,1000,1,0,6,0.0
7,4.191837606837606,50,1,1,6,0.0
7,4.191837606837606,100,1,0,6,0.0
7,4.191837606837606,100,1,1,0,0.0
7,3.5,100,1,3,6,0.0
7,4.0,10000000,0,3,8,2.0
7,4.1,10000000,0,3,5,2.0
7,3.7,10000000,0,3,8,2.0
7,4.1,100000,0,3,5,1.0
7,4.2,500000,0,3,10,1.0
7,4.5,5000000,0,3,5,1.0
7,4.4,1000000,0,3,5,1.0
7,4.2,10000000,0,3,5,2.0
7,4.0,1000000,0,3,2,1.0
7,4.1,10000000,0,3,8,2.0
7,3.1,5000000,0,3,5,1.0
7,4.4,5000000,0,3,6,1.0
7,4.2,100000,0,3,2,1.0
7,4.1,500000,0,3,5,1.0
7,3.9,1000000,0,3,2,1.0
7,4.3,1000000,0,3,5,1.0
7,4.4,10000,0,3,5,0.0
7,3.5,1000000,0,3,5,1.0
7,4.0,1000000,0,3,8,1.0
7,3.3,100000,0,3,1,1.0
7,4.5,10000000,0,3,5,2.0
7,4.4,1000000,0,3,5,1.0
7,4.1,100000,0,3,2,1.0
7,3.9,500000,0,3,5,1.0
7,3.9,5000,0,3,2,0.0
7,3.6,500000,0,3,5,1.0
7,4.0,5000000,0,3,8,1.0
7,3.6,1000000,0,3,0,1.0
7,3.4,100000,0,3,1,1.0
7,4.2,1000000,0,3,0,1.0
7,4.1,1000000,0,3,0,1.0
7,3.4,100000,0,3,2,1.0
7,3.0,100000,0,3,6,1.0
7,4.6,500000,0,3,5,1.0
7,4.1,500000,0,3,0,1.0
7,3.9,500000,0,3,5,1.0
7,1.9,100000,0,3,10,1.0
7,3.5,500000,0,3,2,1.0
7,2.5,500000,0,3,0,1.0
7,3.9,100000,0,3,5,1.0
7,3.4,50000,0,3,10,0.0
7,3.5,1000000,0,3,5,1.0
7,4.4,1000000,0,0,6,1.0
7,3.8,100000,0,3,0,1.0
7,4.2,100000,0,3,6,1.0
7,2.5,100000,0,3,5,1.0
7,2.8,10000,0,1,0,0.0
7,4.1,100000,0,3,6,1.0
7,4.2,1000000,0,3,0,1.0
7,3.5,100000,0,3,1,1.0
7,4.3,10000000,0,3,8,2.0
7,3.3,500000,0,3,5,1.0
7,4.1,100000,0,3,0,1.0
7,4.2,1000000,0,3,0,1.0
7,3.5,50000,0,3,10,0.0
7,4.2,5000000,0,3,6,1.0
7,4.4,500000,0,3,5,1.0
7,4.1,100000,0,3,5,1.0
7,4.2,100000,0,3,5,1.0
7,4.3,500000,0,3,5,1.0
7,4.1,10000000,0,3,5,2.0
7,4.0,1000000,0,3,2,1.0
7,4.1,100000,0,3,5,1.0
7,4.2,500000,0,3,10,1.0
7,3.0,100000,0,3,2,1.0
7,4.4,1000000,0,3,5,1.0
7,4.5,5000000,0,3,5,1.0
7,2.5,500000,0,3,0,1.0
7,4.1,500000,0,3,5,1.0
7,4.2,10000000,0,3,5,2.0
7,4.0,10000,0,3,5,0.0
7,4.1,10000000,0,3,8,2.0
7,1.9,100000,0,3,10,1.0
7,3.3,100000,0,3,10,1.0
7,4.4,1000000,0,3,5,1.0
7,4.1,500000,0,3,0,1.0
7,3.8,100000,0,3,0,1.0
7,4.1,1000000,0,1,1,1.0
7,4.2,100000,0,3,2,1.0
7,4.0,1000000,0,3,8,1.0
7,4.5,10000000,0,3,5,2.0
7,3.7,50000,0,3,1,0.0
7,3.9,500000,0,3,5,1.0
7,3.5,1000000,0,3,5,1.0
7,3.9,100000,0,3,5,1.0
7,4.0,10000,0,3,17,0.0
7,4.6,500000,0,3,5,1.0
7,4.0,1000000,0,3,0,1.0
7,4.1,100000,0,3,5,1.0
7,4.2,10000,1,3,5,0.0
7,3.3,10000,0,3,0,0.0
7,4.4,10000,0,3,5,0.0
7,4.3,10000000,0,3,8,2.0
7,4.2,1000000,0,3,0,1.0
7,3.9,500000,0,3,5,1.0
7,4.3,500000,0,3,5,1.0
7,3.4,500000,0,3,1,1.0
7,4.2,1000000,0,3,0,1.0
7,4.1,100000,0,3,5,1.0
7,4.0,500000,0,3,0,1.0
7,3.6,10000,0,3,5,0.0
7,4.2,100000,0,3,1,1.0
7,3.5,100000,0,3,5,1.0
7,4.0,500000,0,3,5,1.0
7,4.1,100000,0,3,0,1.0
7,4.1,1000000,0,3,5,1.0
7,2.8,10000,0,1,0,0.0
7,4.4,10000,0,3,5,0.0
7,4.4,1000000,0,0,6,1.0
7,4.2,10000000,0,3,5,2.0
7,4.1,10000,0,3,0,0.0
7,4.2,100000,0,3,5,1.0
7,3.9,10000,0,3,5,0.0
7,4.1,1000000,0,3,0,1.0
7,4.2,1000000,0,3,0,1.0
7,3.9,50000,0,3,0,0.0
7,4.0,10000,0,3,1,0.0
7,4.2,500000,0,3,6,1.0
7,4.5,5000000,0,3,5,1.0
7,3.9,1000000,0,3,6,1.0
7,3.6,1000,0,3,2,0.0
7,4.4,5000,0,0,17,0.0
7,3.5,1000,0,3,0,0.0
7,4.4,500,0,0,0,0.0
7,4.8,5000,0,3,0,0.0
7,4.6,10000,0,3,0,0.0
7,4.7,100,0,3,0,0.0
7,4.8,10000,0,3,0,0.0
7,4.191837606837606,1000,0,3,0,0.0
7,2.7,100,0,3,2,0.0
7,5.0,1000,0,3,0,0.0
7,4.191837606837606,1000,0,3,6,0.0
7,4.8,1000,0,3,0,0.0
7,5.0,100,0,3,2,0.0
7,4.8,500,0,3,0,0.0
7,4.191837606837606,500,0,3,6,0.0
7,4.9,5000,0,3,0,0.0
7,3.0,100,0,3,0,0.0
7,4.191837606837606,100,0,1,0,0.0
7,4.191837606837606,50,0,3,6,0.0
7,4.7,5000,0,3,5,0.0
7,4.191837606837606,50,0,3,5,0.0
7,4.191837606837606,500,0,3,0,0.0
7,1.0,10,0,3,0,0.0
7,4.191837606837606,500,0,0,0,0.0
7,4.191837606837606,500,0,3,0,0.0
7,4.191837606837606,100,0,0,4,0.0
7,4.191837606837606,1000,0,3,6,0.0
7,4.191837606837606,10,0,3,5,0.0
7,4.191837606837606,100,0,3,2,0.0
7,4.191837606837606,10,0,3,5,0.0
7,5.0,500,0,1,0,0.0
7,4.7,500,0,3,0,0.0
7,4.191837606837606,10,0,0,2,0.0
7,5.0,100,0,3,0,0.0
7,4.191837606837606,100,0,1,0,0.0
7,4.191837606837606,10,0,0,0,0.0
7,4.191837606837606,10,0,0,0,0.0
7,5.0,100,0,3,0,0.0
7,4.191837606837606,50,0,3,5,0.0
7,4.191837606837606,100,0,3,5,0.0
7,4.191837606837606,100,0,0,6,0.0
7,4.191837606837606,10,0,1,0,0.0
7,3.0,500,0,3,0,0.0
7,4.1,1000,0,3,6,0.0
7,4.191837606837606,500,0,3,4,0.0
7,4.191837606837606,50,0,1,0,0.0
7,4.191837606837606,1,0,0,0,0.0
7,4.191837606837606,10,0,3,1,0.0
7,4.191837606837606,1000,0,3,5,0.0
7,4.191837606837606,1,0,3,1,0.0
7,4.191837606837606,50,0,0,5,0.0
7,5.0,100,0,3,5,0.0
7,3.7,10000,0,3,5,0.0
7,4.5,500,0,3,10,0.0
7,4.2,1000,0,3,0,0.0
7,4.191837606837606,10,0,3,0,0.0
7,4.191837606837606,5,0,0,6,0.0
7,4.191837606837606,10,0,0,0,0.0
7,4.3,100,0,3,0,0.0
7,4.1,1000000,0,1,1,1.0
7,1.9,100000,0,3,10,1.0
7,4.1,100000,0,3,5,1.0
7,4.4,5000,0,0,17,0.0
7,4.191837606837606,1000,0,3,0,0.0
7,3.9,1000000,0,3,2,1.0
7,3.9,5000,0,3,2,0.0
7,4.191837606837606,1000,0,3,0,0.0
7,4.0,5000000,0,3,8,1.0
7,4.4,500,0,0,0,0.0
7,4.7,100,0,3,0,0.0
7,3.8,100000,0,3,0,1.0
7,4.4,1000000,0,3,5,1.0
7,4.4,500000,0,3,0,1.0
7,3.6,1000,0,3,2,0.0
7,4.4,10000,0,3,5,0.0
7,2.7,100,0,3,2,0.0
7,4.3,500000,0,3,5,1.0
7,4.6,10000,0,3,0,0.0
7,2.8,10000,0,1,0,0.0
7,3.5,1000,0,3,0,0.0
7,4.191837606837606,1000,0,3,6,0.0
7,3.4,500,0,3,5,0.0
7,4.8,5000,0,3,0,0.0
7,4.7,10000,0,3,0,0.0
7,4.8,10000,0,3,0,0.0
7,4.8,50000,0,3,0,0.0
7,4.7,10000,0,3,0,0.0
7,4.1,100000,0,3,6,1.0
7,3.5,5000,0,3,2,0.0
7,4.7,10000,0,3,0,0.0
7,3.8,1000,0,3,6,0.0
7,2.9,10000,0,3,5,0.0
7,4.5,5000000,0,3,5,1.0
7,3.3,100000,0,3,1,1.0
7,4.1,1000000,0,3,0,1.0
7,4.191837606837606,5000,0,3,0,0.0
8,4.7,100000000,0,0,8,2.0
8,4.6,10000000,0,2,5,2.0
8,4.7,100000,0,0,6,1.0
8,4.6,5000000,0,0,5,1.0
8,4.7,10000000,0,0,6,2.0
8,4.191837606837606,100000,0,0,6,1.0
8,4.5,5000000,0,0,6,1.0
8,4.7,1000000,0,0,6,1.0
